cell_id,anomaly_label,cell_type,disease_category
CELL_003412,0,Normal_RBC,Normal_RBC
CELL_000526,0,Neutrophil,Normal_WBC
CELL_002841,0,Normal_RBC,Normal_RBC
CELL_004327,1,Prolymphocyte,Leukemia
CELL_004604,1,Elliptocyte,Anemia
CELL_001708,0,Lymphocyte,Normal_WBC
CELL_001910,0,Lymphocyte,Normal_WBC
CELL_000315,0,Neutrophil,Normal_WBC
CELL_001568,0,Lymphocyte,Normal_WBC
CELL_004141,1,Blast_Cell,Leukemia
CELL_001146,0,Lymphocyte,Normal_WBC
CELL_003112,0,Normal_RBC,Normal_RBC
CELL_005619,1,Reactive_Lymphocyte,Infection
CELL_004249,1,Blast_Cell,Leukemia
CELL_002149,0,Monocyte,Normal_WBC
CELL_005141,1,Target_Cell,Anemia
CELL_001261,0,Lymphocyte,Normal_WBC
CELL_001265,0,Lymphocyte,Normal_WBC
CELL_001785,0,Lymphocyte,Normal_WBC
CELL_005438,1,Toxic_Granulation,Infection
CELL_003972,0,Platelet,Normal_Platelet
CELL_000595,0,Neutrophil,Normal_WBC
CELL_005444,1,Toxic_Granulation,Infection
CELL_000790,0,Neutrophil,Normal_WBC
CELL_001572,0,Lymphocyte,Normal_WBC
CELL_001006,0,Neutrophil,Normal_WBC
CELL_003735,0,Platelet,Normal_Platelet
CELL_000906,0,Neutrophil,Normal_WBC
CELL_003326,0,Normal_RBC,Normal_RBC
CELL_001968,0,Monocyte,Normal_WBC
CELL_001646,0,Lymphocyte,Normal_WBC
CELL_003034,0,Normal_RBC,Normal_RBC
CELL_004232,1,Blast_Cell,Leukemia
CELL_000548,0,Neutrophil,Normal_WBC
CELL_004488,1,Elliptocyte,Anemia
CELL_003477,0,Normal_RBC,Normal_RBC
CELL_001427,0,Lymphocyte,Normal_WBC
CELL_004404,1,Prolymphocyte,Leukemia
CELL_000486,0,Neutrophil,Normal_WBC
CELL_004683,1,Schistocyte,Anemia
CELL_002756,0,Basophil,Normal_WBC
CELL_005134,1,Target_Cell,Anemia
CELL_003212,0,Normal_RBC,Normal_RBC
CELL_000560,0,Neutrophil,Normal_WBC
CELL_000239,0,Neutrophil,Normal_WBC
CELL_005822,1,Artefact,Artefact
CELL_003460,0,Normal_RBC,Normal_RBC
CELL_005136,1,Target_Cell,Anemia
CELL_004208,1,Blast_Cell,Leukemia
CELL_001205,0,Lymphocyte,Normal_WBC
CELL_004717,1,Schistocyte,Anemia
CELL_004481,1,Elliptocyte,Anemia
CELL_004045,1,Blast_Cell,Leukemia
CELL_004086,1,Blast_Cell,Leukemia
CELL_005731,1,Smudge_Cell,Artefact
CELL_005395,1,Hypersegmented_Neutrophil,Infection
CELL_004476,1,Elliptocyte,Anemia
CELL_000799,0,Neutrophil,Normal_WBC
CELL_002076,0,Monocyte,Normal_WBC
CELL_001067,0,Neutrophil,Normal_WBC
CELL_000245,0,Neutrophil,Normal_WBC
CELL_002132,0,Monocyte,Normal_WBC
CELL_001793,0,Lymphocyte,Normal_WBC
CELL_004059,1,Blast_Cell,Leukemia
CELL_004572,1,Elliptocyte,Anemia
CELL_004863,1,Spherocyte,Anemia
CELL_004784,1,Schistocyte,Anemia
CELL_001882,0,Lymphocyte,Normal_WBC
CELL_002040,0,Monocyte,Normal_WBC
CELL_004348,1,Prolymphocyte,Leukemia
CELL_002027,0,Monocyte,Normal_WBC
CELL_005234,1,Target_Cell,Anemia
CELL_003692,0,Normal_RBC,Normal_RBC
CELL_002875,0,Normal_RBC,Normal_RBC
CELL_000358,0,Neutrophil,Normal_WBC
CELL_001513,0,Lymphocyte,Normal_WBC
CELL_004640,1,Elliptocyte,Anemia
CELL_001277,0,Lymphocyte,Normal_WBC
CELL_001381,0,Lymphocyte,Normal_WBC
CELL_001488,0,Lymphocyte,Normal_WBC
CELL_002917,0,Normal_RBC,Normal_RBC
CELL_004586,1,Elliptocyte,Anemia
CELL_000941,0,Neutrophil,Normal_WBC
CELL_005083,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002827,0,Normal_RBC,Normal_RBC
CELL_002980,0,Normal_RBC,Normal_RBC
CELL_004310,1,Prolymphocyte,Leukemia
CELL_002806,0,Normal_RBC,Normal_RBC
CELL_002150,0,Monocyte,Normal_WBC
CELL_002352,0,Eosinophil,Normal_WBC
CELL_002663,0,Basophil,Normal_WBC
CELL_003097,0,Normal_RBC,Normal_RBC
CELL_005146,1,Target_Cell,Anemia
CELL_004009,1,Blast_Cell,Leukemia
CELL_002621,0,Eosinophil,Normal_WBC
CELL_002655,0,Basophil,Normal_WBC
CELL_000974,0,Neutrophil,Normal_WBC
CELL_003634,0,Normal_RBC,Normal_RBC
CELL_003236,0,Normal_RBC,Normal_RBC
CELL_004942,1,Spherocyte,Anemia
CELL_002975,0,Normal_RBC,Normal_RBC
CELL_004574,1,Elliptocyte,Anemia
CELL_004296,1,Prolymphocyte,Leukemia
CELL_000545,0,Neutrophil,Normal_WBC
CELL_003558,0,Normal_RBC,Normal_RBC
CELL_003005,0,Normal_RBC,Normal_RBC
CELL_004052,1,Blast_Cell,Leukemia
CELL_005575,1,Reactive_Lymphocyte,Infection
CELL_001060,0,Neutrophil,Normal_WBC
CELL_004016,1,Blast_Cell,Leukemia
CELL_002812,0,Normal_RBC,Normal_RBC
CELL_002914,0,Normal_RBC,Normal_RBC
CELL_004227,1,Blast_Cell,Leukemia
CELL_003996,0,Platelet,Normal_Platelet
CELL_003282,0,Normal_RBC,Normal_RBC
CELL_004164,1,Blast_Cell,Leukemia
CELL_001772,0,Lymphocyte,Normal_WBC
CELL_003897,0,Platelet,Normal_Platelet
CELL_003899,0,Platelet,Normal_Platelet
CELL_005054,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000618,0,Neutrophil,Normal_WBC
CELL_002574,0,Eosinophil,Normal_WBC
CELL_004055,1,Blast_Cell,Leukemia
CELL_001545,0,Lymphocyte,Normal_WBC
CELL_001296,0,Lymphocyte,Normal_WBC
CELL_002668,0,Basophil,Normal_WBC
CELL_002065,0,Monocyte,Normal_WBC
CELL_004342,1,Prolymphocyte,Leukemia
CELL_001168,0,Lymphocyte,Normal_WBC
CELL_005425,1,Toxic_Granulation,Infection
CELL_002146,0,Monocyte,Normal_WBC
CELL_003566,0,Normal_RBC,Normal_RBC
CELL_004534,1,Elliptocyte,Anemia
CELL_005640,1,Reactive_Lymphocyte,Infection
CELL_000873,0,Neutrophil,Normal_WBC
CELL_003470,0,Normal_RBC,Normal_RBC
CELL_000228,0,Neutrophil,Normal_WBC
CELL_004386,1,Prolymphocyte,Leukemia
CELL_003063,0,Normal_RBC,Normal_RBC
CELL_005712,1,Smudge_Cell,Artefact
CELL_001496,0,Lymphocyte,Normal_WBC
CELL_000274,0,Neutrophil,Normal_WBC
CELL_004903,1,Spherocyte,Anemia
CELL_005758,1,Smudge_Cell,Artefact
CELL_000911,0,Neutrophil,Normal_WBC
CELL_005227,1,Target_Cell,Anemia
CELL_004181,1,Blast_Cell,Leukemia
CELL_001808,0,Lymphocyte,Normal_WBC
CELL_001724,0,Lymphocyte,Normal_WBC
CELL_002588,0,Eosinophil,Normal_WBC
CELL_002673,0,Basophil,Normal_WBC
CELL_002307,0,Monocyte,Normal_WBC
CELL_000681,0,Neutrophil,Normal_WBC
CELL_001175,0,Lymphocyte,Normal_WBC
CELL_002605,0,Eosinophil,Normal_WBC
CELL_005180,1,Target_Cell,Anemia
CELL_002712,0,Basophil,Normal_WBC
CELL_002942,0,Normal_RBC,Normal_RBC
CELL_002130,0,Monocyte,Normal_WBC
CELL_004958,1,Spherocyte,Anemia
CELL_003069,0,Normal_RBC,Normal_RBC
CELL_002167,0,Monocyte,Normal_WBC
CELL_003886,0,Platelet,Normal_Platelet
CELL_000282,0,Neutrophil,Normal_WBC
CELL_003096,0,Normal_RBC,Normal_RBC
CELL_001765,0,Lymphocyte,Normal_WBC
CELL_003697,0,Normal_RBC,Normal_RBC
CELL_000048,0,Neutrophil,Normal_WBC
CELL_003130,0,Normal_RBC,Normal_RBC
CELL_003652,0,Normal_RBC,Normal_RBC
CELL_004398,1,Prolymphocyte,Leukemia
CELL_003125,0,Normal_RBC,Normal_RBC
CELL_003868,0,Platelet,Normal_Platelet
CELL_003485,0,Normal_RBC,Normal_RBC
CELL_000243,0,Neutrophil,Normal_WBC
CELL_003871,0,Platelet,Normal_Platelet
CELL_000779,0,Neutrophil,Normal_WBC
CELL_001299,0,Lymphocyte,Normal_WBC
CELL_002410,0,Eosinophil,Normal_WBC
CELL_005465,1,Toxic_Granulation,Infection
CELL_001084,0,Neutrophil,Normal_WBC
CELL_002175,0,Monocyte,Normal_WBC
CELL_001204,0,Lymphocyte,Normal_WBC
CELL_002575,0,Eosinophil,Normal_WBC
CELL_001043,0,Neutrophil,Normal_WBC
CELL_003307,0,Normal_RBC,Normal_RBC
CELL_002912,0,Normal_RBC,Normal_RBC
CELL_001467,0,Lymphocyte,Normal_WBC
CELL_000426,0,Neutrophil,Normal_WBC
CELL_001799,0,Lymphocyte,Normal_WBC
CELL_000892,0,Neutrophil,Normal_WBC
CELL_003334,0,Normal_RBC,Normal_RBC
CELL_003209,0,Normal_RBC,Normal_RBC
CELL_001242,0,Lymphocyte,Normal_WBC
CELL_005091,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001622,0,Lymphocyte,Normal_WBC
CELL_001564,0,Lymphocyte,Normal_WBC
CELL_002882,0,Normal_RBC,Normal_RBC
CELL_004007,1,Blast_Cell,Leukemia
CELL_002113,0,Monocyte,Normal_WBC
CELL_004003,1,Blast_Cell,Leukemia
CELL_000540,0,Neutrophil,Normal_WBC
CELL_004510,1,Elliptocyte,Anemia
CELL_003978,0,Platelet,Normal_Platelet
CELL_000621,0,Neutrophil,Normal_WBC
CELL_000845,0,Neutrophil,Normal_WBC
CELL_001238,0,Lymphocyte,Normal_WBC
CELL_005150,1,Target_Cell,Anemia
CELL_004852,1,Spherocyte,Anemia
CELL_000994,0,Neutrophil,Normal_WBC
CELL_005172,1,Target_Cell,Anemia
CELL_000757,0,Neutrophil,Normal_WBC
CELL_005017,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_004065,1,Blast_Cell,Leukemia
CELL_004929,1,Spherocyte,Anemia
CELL_003876,0,Platelet,Normal_Platelet
CELL_002501,0,Eosinophil,Normal_WBC
CELL_001952,0,Monocyte,Normal_WBC
CELL_004493,1,Elliptocyte,Anemia
CELL_005659,1,Reactive_Lymphocyte,Infection
CELL_005325,1,Hypersegmented_Neutrophil,Infection
CELL_004788,1,Schistocyte,Anemia
CELL_005681,1,Reactive_Lymphocyte,Infection
CELL_004448,1,Prolymphocyte,Leukemia
CELL_005732,1,Smudge_Cell,Artefact
CELL_004026,1,Blast_Cell,Leukemia
CELL_001537,0,Lymphocyte,Normal_WBC
CELL_002788,0,Basophil,Normal_WBC
CELL_005363,1,Hypersegmented_Neutrophil,Infection
CELL_005866,1,Artefact,Artefact
CELL_001796,0,Lymphocyte,Normal_WBC
CELL_005370,1,Hypersegmented_Neutrophil,Infection
CELL_002645,0,Eosinophil,Normal_WBC
CELL_001047,0,Neutrophil,Normal_WBC
CELL_002759,0,Basophil,Normal_WBC
CELL_001351,0,Lymphocyte,Normal_WBC
CELL_002865,0,Normal_RBC,Normal_RBC
CELL_005522,1,Toxic_Granulation,Infection
CELL_001850,0,Lymphocyte,Normal_WBC
CELL_003472,0,Normal_RBC,Normal_RBC
CELL_005069,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002631,0,Eosinophil,Normal_WBC
CELL_005819,1,Artefact,Artefact
CELL_005418,1,Toxic_Granulation,Infection
CELL_000461,0,Neutrophil,Normal_WBC
CELL_000310,0,Neutrophil,Normal_WBC
CELL_001803,0,Lymphocyte,Normal_WBC
CELL_000073,0,Neutrophil,Normal_WBC
CELL_001164,0,Lymphocyte,Normal_WBC
CELL_005003,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003686,0,Normal_RBC,Normal_RBC
CELL_004121,1,Blast_Cell,Leukemia
CELL_004004,1,Blast_Cell,Leukemia
CELL_001013,0,Neutrophil,Normal_WBC
CELL_002214,0,Monocyte,Normal_WBC
CELL_005636,1,Reactive_Lymphocyte,Infection
CELL_001055,0,Neutrophil,Normal_WBC
CELL_001662,0,Lymphocyte,Normal_WBC
CELL_003372,0,Normal_RBC,Normal_RBC
CELL_001921,0,Lymphocyte,Normal_WBC
CELL_001914,0,Lymphocyte,Normal_WBC
CELL_003445,0,Normal_RBC,Normal_RBC
CELL_001967,0,Monocyte,Normal_WBC
CELL_000674,0,Neutrophil,Normal_WBC
CELL_003527,0,Normal_RBC,Normal_RBC
CELL_004689,1,Schistocyte,Anemia
CELL_005532,1,Toxic_Granulation,Infection
CELL_000682,0,Neutrophil,Normal_WBC
CELL_000631,0,Neutrophil,Normal_WBC
CELL_002037,0,Monocyte,Normal_WBC
CELL_004662,1,Schistocyte,Anemia
CELL_000533,0,Neutrophil,Normal_WBC
CELL_003341,0,Normal_RBC,Normal_RBC
CELL_001668,0,Lymphocyte,Normal_WBC
CELL_004225,1,Blast_Cell,Leukemia
CELL_005858,1,Artefact,Artefact
CELL_004545,1,Elliptocyte,Anemia
CELL_002470,0,Eosinophil,Normal_WBC
CELL_002701,0,Basophil,Normal_WBC
CELL_002997,0,Normal_RBC,Normal_RBC
CELL_000261,0,Neutrophil,Normal_WBC
CELL_000498,0,Neutrophil,Normal_WBC
CELL_002283,0,Monocyte,Normal_WBC
CELL_004080,1,Blast_Cell,Leukemia
CELL_002748,0,Basophil,Normal_WBC
CELL_002284,0,Monocyte,Normal_WBC
CELL_002735,0,Basophil,Normal_WBC
CELL_002075,0,Monocyte,Normal_WBC
CELL_004043,1,Blast_Cell,Leukemia
CELL_001741,0,Lymphocyte,Normal_WBC
CELL_003198,0,Normal_RBC,Normal_RBC
CELL_003103,0,Normal_RBC,Normal_RBC
CELL_002451,0,Eosinophil,Normal_WBC
CELL_002771,0,Basophil,Normal_WBC
CELL_005393,1,Hypersegmented_Neutrophil,Infection
CELL_001734,0,Lymphocyte,Normal_WBC
CELL_000742,0,Neutrophil,Normal_WBC
CELL_000694,0,Neutrophil,Normal_WBC
CELL_000766,0,Neutrophil,Normal_WBC
CELL_004978,1,Spherocyte,Anemia
CELL_002019,0,Monocyte,Normal_WBC
CELL_001306,0,Lymphocyte,Normal_WBC
CELL_003353,0,Normal_RBC,Normal_RBC
CELL_001354,0,Lymphocyte,Normal_WBC
CELL_001828,0,Lymphocyte,Normal_WBC
CELL_001505,0,Lymphocyte,Normal_WBC
CELL_005627,1,Reactive_Lymphocyte,Infection
CELL_004443,1,Prolymphocyte,Leukemia
CELL_004477,1,Elliptocyte,Anemia
CELL_002632,0,Eosinophil,Normal_WBC
CELL_005811,1,Artefact,Artefact
CELL_005692,1,Reactive_Lymphocyte,Infection
CELL_001096,0,Neutrophil,Normal_WBC
CELL_000841,0,Neutrophil,Normal_WBC
CELL_004801,1,Schistocyte,Anemia
CELL_000978,0,Neutrophil,Normal_WBC
CELL_002360,0,Eosinophil,Normal_WBC
CELL_002313,0,Monocyte,Normal_WBC
CELL_004625,1,Elliptocyte,Anemia
CELL_003089,0,Normal_RBC,Normal_RBC
CELL_003962,0,Platelet,Normal_Platelet
CELL_005733,1,Smudge_Cell,Artefact
CELL_003852,0,Platelet,Normal_Platelet
CELL_002599,0,Eosinophil,Normal_WBC
CELL_004754,1,Schistocyte,Anemia
CELL_004241,1,Blast_Cell,Leukemia
CELL_000077,0,Neutrophil,Normal_WBC
CELL_000896,0,Neutrophil,Normal_WBC
CELL_002213,0,Monocyte,Normal_WBC
CELL_000402,0,Neutrophil,Normal_WBC
CELL_004650,1,Elliptocyte,Anemia
CELL_004891,1,Spherocyte,Anemia
CELL_005213,1,Target_Cell,Anemia
CELL_001576,0,Lymphocyte,Normal_WBC
CELL_003716,0,Platelet,Normal_Platelet
CELL_003947,0,Platelet,Normal_Platelet
CELL_002943,0,Normal_RBC,Normal_RBC
CELL_001637,0,Lymphocyte,Normal_WBC
CELL_005708,1,Smudge_Cell,Artefact
CELL_004695,1,Schistocyte,Anemia
CELL_004671,1,Schistocyte,Anemia
CELL_001778,0,Lymphocyte,Normal_WBC
CELL_003134,0,Normal_RBC,Normal_RBC
CELL_002519,0,Eosinophil,Normal_WBC
CELL_002854,0,Normal_RBC,Normal_RBC
CELL_000580,0,Neutrophil,Normal_WBC
CELL_004611,1,Elliptocyte,Anemia
CELL_002483,0,Eosinophil,Normal_WBC
CELL_003827,0,Platelet,Normal_Platelet
CELL_003018,0,Normal_RBC,Normal_RBC
CELL_001973,0,Monocyte,Normal_WBC
CELL_003332,0,Normal_RBC,Normal_RBC
CELL_000204,0,Neutrophil,Normal_WBC
CELL_005634,1,Reactive_Lymphocyte,Infection
CELL_004605,1,Elliptocyte,Anemia
CELL_001428,0,Lymphocyte,Normal_WBC
CELL_002728,0,Basophil,Normal_WBC
CELL_002832,0,Normal_RBC,Normal_RBC
CELL_005461,1,Toxic_Granulation,Infection
CELL_001377,0,Lymphocyte,Normal_WBC
CELL_005726,1,Smudge_Cell,Artefact
CELL_001885,0,Lymphocyte,Normal_WBC
CELL_001260,0,Lymphocyte,Normal_WBC
CELL_005362,1,Hypersegmented_Neutrophil,Infection
CELL_004006,1,Blast_Cell,Leukemia
CELL_003921,0,Platelet,Normal_Platelet
CELL_002083,0,Monocyte,Normal_WBC
CELL_000903,0,Neutrophil,Normal_WBC
CELL_000811,0,Neutrophil,Normal_WBC
CELL_001509,0,Lymphocyte,Normal_WBC
CELL_002965,0,Normal_RBC,Normal_RBC
CELL_000934,0,Neutrophil,Normal_WBC
CELL_002996,0,Normal_RBC,Normal_RBC
CELL_003204,0,Normal_RBC,Normal_RBC
CELL_005145,1,Target_Cell,Anemia
CELL_003839,0,Platelet,Normal_Platelet
CELL_003795,0,Platelet,Normal_Platelet
CELL_000536,0,Neutrophil,Normal_WBC
CELL_002591,0,Eosinophil,Normal_WBC
CELL_005105,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003029,0,Normal_RBC,Normal_RBC
CELL_000890,0,Neutrophil,Normal_WBC
CELL_002299,0,Monocyte,Normal_WBC
CELL_003889,0,Platelet,Normal_Platelet
CELL_001735,0,Lymphocyte,Normal_WBC
CELL_002520,0,Eosinophil,Normal_WBC
CELL_005864,1,Artefact,Artefact
CELL_001653,0,Lymphocyte,Normal_WBC
CELL_002322,0,Monocyte,Normal_WBC
CELL_001117,0,Lymphocyte,Normal_WBC
CELL_003431,0,Normal_RBC,Normal_RBC
CELL_004526,1,Elliptocyte,Anemia
CELL_005430,1,Toxic_Granulation,Infection
CELL_000325,0,Neutrophil,Normal_WBC
CELL_004918,1,Spherocyte,Anemia
CELL_005730,1,Smudge_Cell,Artefact
CELL_005502,1,Toxic_Granulation,Infection
CELL_000036,0,Neutrophil,Normal_WBC
CELL_005736,1,Smudge_Cell,Artefact
CELL_002261,0,Monocyte,Normal_WBC
CELL_001474,0,Lymphocyte,Normal_WBC
CELL_002205,0,Monocyte,Normal_WBC
CELL_000065,0,Neutrophil,Normal_WBC
CELL_001519,0,Lymphocyte,Normal_WBC
CELL_002796,0,Basophil,Normal_WBC
CELL_002171,0,Monocyte,Normal_WBC
CELL_002606,0,Eosinophil,Normal_WBC
CELL_001267,0,Lymphocyte,Normal_WBC
CELL_001626,0,Lymphocyte,Normal_WBC
CELL_003176,0,Normal_RBC,Normal_RBC
CELL_000123,0,Neutrophil,Normal_WBC
CELL_002246,0,Monocyte,Normal_WBC
CELL_004908,1,Spherocyte,Anemia
CELL_003825,0,Platelet,Normal_Platelet
CELL_002429,0,Eosinophil,Normal_WBC
CELL_004834,1,Spherocyte,Anemia
CELL_000884,0,Neutrophil,Normal_WBC
CELL_002648,0,Eosinophil,Normal_WBC
CELL_000465,0,Neutrophil,Normal_WBC
CELL_004471,1,Elliptocyte,Anemia
CELL_003143,0,Normal_RBC,Normal_RBC
CELL_005528,1,Toxic_Granulation,Infection
CELL_003068,0,Normal_RBC,Normal_RBC
CELL_002170,0,Monocyte,Normal_WBC
CELL_001992,0,Monocyte,Normal_WBC
CELL_005508,1,Toxic_Granulation,Infection
CELL_003066,0,Normal_RBC,Normal_RBC
CELL_005845,1,Artefact,Artefact
CELL_002057,0,Monocyte,Normal_WBC
CELL_005354,1,Hypersegmented_Neutrophil,Infection
CELL_000857,0,Neutrophil,Normal_WBC
CELL_003640,0,Normal_RBC,Normal_RBC
CELL_004752,1,Schistocyte,Anemia
CELL_004402,1,Prolymphocyte,Leukemia
CELL_000022,0,Neutrophil,Normal_WBC
CELL_000152,0,Neutrophil,Normal_WBC
CELL_000005,0,Neutrophil,Normal_WBC
CELL_003513,0,Normal_RBC,Normal_RBC
CELL_005606,1,Reactive_Lymphocyte,Infection
CELL_005245,1,Target_Cell,Anemia
CELL_001323,0,Lymphocyte,Normal_WBC
CELL_001580,0,Lymphocyte,Normal_WBC
CELL_000068,0,Neutrophil,Normal_WBC
CELL_004461,1,Elliptocyte,Anemia
CELL_003000,0,Normal_RBC,Normal_RBC
CELL_004986,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_004864,1,Spherocyte,Anemia
CELL_001800,0,Lymphocyte,Normal_WBC
CELL_001439,0,Lymphocyte,Normal_WBC
CELL_001635,0,Lymphocyte,Normal_WBC
CELL_004561,1,Elliptocyte,Anemia
CELL_005371,1,Hypersegmented_Neutrophil,Infection
CELL_001153,0,Lymphocyte,Normal_WBC
CELL_005401,1,Hypersegmented_Neutrophil,Infection
CELL_005293,1,Hypersegmented_Neutrophil,Infection
CELL_003258,0,Normal_RBC,Normal_RBC
CELL_003769,0,Platelet,Normal_Platelet
CELL_002731,0,Basophil,Normal_WBC
CELL_000907,0,Neutrophil,Normal_WBC
CELL_002870,0,Normal_RBC,Normal_RBC
CELL_001316,0,Lymphocyte,Normal_WBC
CELL_004870,1,Spherocyte,Anemia
CELL_000075,0,Neutrophil,Normal_WBC
CELL_003349,0,Normal_RBC,Normal_RBC
CELL_000291,0,Neutrophil,Normal_WBC
CELL_004390,1,Prolymphocyte,Leukemia
CELL_004759,1,Schistocyte,Anemia
CELL_000114,0,Neutrophil,Normal_WBC
CELL_001532,0,Lymphocyte,Normal_WBC
CELL_005838,1,Artefact,Artefact
CELL_005642,1,Reactive_Lymphocyte,Infection
CELL_001845,0,Lymphocyte,Normal_WBC
CELL_001897,0,Lymphocyte,Normal_WBC
CELL_001872,0,Lymphocyte,Normal_WBC
CELL_003071,0,Normal_RBC,Normal_RBC
CELL_001930,0,Lymphocyte,Normal_WBC
CELL_000557,0,Neutrophil,Normal_WBC
CELL_005056,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_004738,1,Schistocyte,Anemia
CELL_001236,0,Lymphocyte,Normal_WBC
CELL_000210,0,Neutrophil,Normal_WBC
CELL_002223,0,Monocyte,Normal_WBC
CELL_000350,0,Neutrophil,Normal_WBC
CELL_002849,0,Normal_RBC,Normal_RBC
CELL_003351,0,Normal_RBC,Normal_RBC
CELL_001185,0,Lymphocyte,Normal_WBC
CELL_005153,1,Target_Cell,Anemia
CELL_003272,0,Normal_RBC,Normal_RBC
CELL_000834,0,Neutrophil,Normal_WBC
CELL_005798,1,Smudge_Cell,Artefact
CELL_004677,1,Schistocyte,Anemia
CELL_005509,1,Toxic_Granulation,Infection
CELL_003321,0,Normal_RBC,Normal_RBC
CELL_005545,1,Toxic_Granulation,Infection
CELL_001982,0,Monocyte,Normal_WBC
CELL_003288,0,Normal_RBC,Normal_RBC
CELL_004384,1,Prolymphocyte,Leukemia
CELL_005775,1,Smudge_Cell,Artefact
CELL_000511,0,Neutrophil,Normal_WBC
CELL_004061,1,Blast_Cell,Leukemia
CELL_003389,0,Normal_RBC,Normal_RBC
CELL_003521,0,Normal_RBC,Normal_RBC
CELL_001592,0,Lymphocyte,Normal_WBC
CELL_001893,0,Lymphocyte,Normal_WBC
CELL_000422,0,Neutrophil,Normal_WBC
CELL_001610,0,Lymphocyte,Normal_WBC
CELL_002964,0,Normal_RBC,Normal_RBC
CELL_004719,1,Schistocyte,Anemia
CELL_000223,0,Neutrophil,Normal_WBC
CELL_005164,1,Target_Cell,Anemia
CELL_003126,0,Normal_RBC,Normal_RBC
CELL_001257,0,Lymphocyte,Normal_WBC
CELL_003658,0,Normal_RBC,Normal_RBC
CELL_001495,0,Lymphocyte,Normal_WBC
CELL_005286,1,Hypersegmented_Neutrophil,Infection
CELL_001927,0,Lymphocyte,Normal_WBC
CELL_000107,0,Neutrophil,Normal_WBC
CELL_005643,1,Reactive_Lymphocyte,Infection
CELL_001512,0,Lymphocyte,Normal_WBC
CELL_000705,0,Neutrophil,Normal_WBC
CELL_005849,1,Artefact,Artefact
CELL_004048,1,Blast_Cell,Leukemia
CELL_005254,1,Hypersegmented_Neutrophil,Infection
CELL_002197,0,Monocyte,Normal_WBC
CELL_001353,0,Lymphocyte,Normal_WBC
CELL_002186,0,Monocyte,Normal_WBC
CELL_001246,0,Lymphocyte,Normal_WBC
CELL_004328,1,Prolymphocyte,Leukemia
CELL_001468,0,Lymphocyte,Normal_WBC
CELL_000154,0,Neutrophil,Normal_WBC
CELL_000023,0,Neutrophil,Normal_WBC
CELL_000168,0,Neutrophil,Normal_WBC
CELL_004353,1,Prolymphocyte,Leukemia
CELL_003616,0,Normal_RBC,Normal_RBC
CELL_000181,0,Neutrophil,Normal_WBC
CELL_000454,0,Neutrophil,Normal_WBC
CELL_002255,0,Monocyte,Normal_WBC
CELL_005721,1,Smudge_Cell,Artefact
CELL_004583,1,Elliptocyte,Anemia
CELL_000148,0,Neutrophil,Normal_WBC
CELL_000610,0,Neutrophil,Normal_WBC
CELL_003398,0,Normal_RBC,Normal_RBC
CELL_004703,1,Schistocyte,Anemia
CELL_003669,0,Normal_RBC,Normal_RBC
CELL_004781,1,Schistocyte,Anemia
CELL_000894,0,Neutrophil,Normal_WBC
CELL_004165,1,Blast_Cell,Leukemia
CELL_003080,0,Normal_RBC,Normal_RBC
CELL_005060,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001518,0,Lymphocyte,Normal_WBC
CELL_001719,0,Lymphocyte,Normal_WBC
CELL_000570,0,Neutrophil,Normal_WBC
CELL_001247,0,Lymphocyte,Normal_WBC
CELL_003252,0,Normal_RBC,Normal_RBC
CELL_003796,0,Platelet,Normal_Platelet
CELL_004256,1,Blast_Cell,Leukemia
CELL_004716,1,Schistocyte,Anemia
CELL_000594,0,Neutrophil,Normal_WBC
CELL_004928,1,Spherocyte,Anemia
CELL_001560,0,Lymphocyte,Normal_WBC
CELL_003798,0,Platelet,Normal_Platelet
CELL_005577,1,Reactive_Lymphocyte,Infection
CELL_000406,0,Neutrophil,Normal_WBC
CELL_005485,1,Toxic_Granulation,Infection
CELL_001946,0,Lymphocyte,Normal_WBC
CELL_003178,0,Normal_RBC,Normal_RBC
CELL_000420,0,Neutrophil,Normal_WBC
CELL_001614,0,Lymphocyte,Normal_WBC
CELL_000058,0,Neutrophil,Normal_WBC
CELL_001607,0,Lymphocyte,Normal_WBC
CELL_004889,1,Spherocyte,Anemia
CELL_002672,0,Basophil,Normal_WBC
CELL_003074,0,Normal_RBC,Normal_RBC
CELL_004278,1,Blast_Cell,Leukemia
CELL_002821,0,Normal_RBC,Normal_RBC
CELL_005671,1,Reactive_Lymphocyte,Infection
CELL_001824,0,Lymphocyte,Normal_WBC
CELL_004924,1,Spherocyte,Anemia
CELL_000750,0,Neutrophil,Normal_WBC
CELL_002118,0,Monocyte,Normal_WBC
CELL_002471,0,Eosinophil,Normal_WBC
CELL_003113,0,Normal_RBC,Normal_RBC
CELL_003285,0,Normal_RBC,Normal_RBC
CELL_004886,1,Spherocyte,Anemia
