cell_id,anomaly_label,cell_type,disease_category
CELL_004732,1,Schistocyte,Anemia
CELL_003680,0,Normal_RBC,Normal_RBC
CELL_004480,1,Elliptocyte,Anemia
CELL_000323,0,Neutrophil,Normal_WBC
CELL_005265,1,Hypersegmented_Neutrophil,Infection
CELL_002054,0,Monocyte,Normal_WBC
CELL_003025,0,Normal_RBC,Normal_RBC
CELL_000335,0,Neutrophil,Normal_WBC
CELL_003529,0,Normal_RBC,Normal_RBC
CELL_000333,0,Neutrophil,Normal_WBC
CELL_000834,0,Neutrophil,Normal_WBC
CELL_002438,0,Eosinophil,Normal_WBC
CELL_002088,0,Monocyte,Normal_WBC
CELL_002168,0,Monocyte,Normal_WBC
CELL_004575,1,Elliptocyte,Anemia
CELL_002087,0,Monocyte,Normal_WBC
CELL_000732,0,Neutrophil,Normal_WBC
CELL_005344,1,Hypersegmented_Neutrophil,Infection
CELL_000292,0,Neutrophil,Normal_WBC
CELL_000185,0,Neutrophil,Normal_WBC
CELL_003656,0,Normal_RBC,Normal_RBC
CELL_003290,0,Normal_RBC,Normal_RBC
CELL_002933,0,Normal_RBC,Normal_RBC
CELL_000534,0,Neutrophil,Normal_WBC
CELL_002723,0,Basophil,Normal_WBC
CELL_001426,0,Lymphocyte,Normal_WBC
CELL_002754,0,Basophil,Normal_WBC
CELL_004115,1,Blast_Cell,Leukemia
CELL_000658,0,Neutrophil,Normal_WBC
CELL_001256,0,Lymphocyte,Normal_WBC
CELL_002406,0,Eosinophil,Normal_WBC
CELL_003775,0,Platelet,Normal_Platelet
CELL_004648,1,Elliptocyte,Anemia
CELL_002655,0,Basophil,Normal_WBC
CELL_000899,0,Neutrophil,Normal_WBC
CELL_000429,0,Neutrophil,Normal_WBC
CELL_004007,1,Blast_Cell,Leukemia
CELL_001845,0,Lymphocyte,Normal_WBC
CELL_004819,1,Schistocyte,Anemia
CELL_005321,1,Hypersegmented_Neutrophil,Infection
CELL_001223,0,Lymphocyte,Normal_WBC
CELL_003008,0,Normal_RBC,Normal_RBC
CELL_005419,1,Toxic_Granulation,Infection
CELL_002914,0,Normal_RBC,Normal_RBC
CELL_005716,1,Smudge_Cell,Artefact
CELL_001499,0,Lymphocyte,Normal_WBC
CELL_005594,1,Reactive_Lymphocyte,Infection
CELL_003516,0,Normal_RBC,Normal_RBC
CELL_004190,1,Blast_Cell,Leukemia
CELL_002359,0,Eosinophil,Normal_WBC
CELL_002165,0,Monocyte,Normal_WBC
CELL_002315,0,Monocyte,Normal_WBC
CELL_001838,0,Lymphocyte,Normal_WBC
CELL_005310,1,Hypersegmented_Neutrophil,Infection
CELL_004861,1,Spherocyte,Anemia
CELL_002550,0,Eosinophil,Normal_WBC
CELL_005432,1,Toxic_Granulation,Infection
CELL_004708,1,Schistocyte,Anemia
CELL_004479,1,Elliptocyte,Anemia
CELL_005848,1,Artefact,Artefact
CELL_005577,1,Reactive_Lymphocyte,Infection
CELL_004306,1,Prolymphocyte,Leukemia
CELL_001696,0,Lymphocyte,Normal_WBC
CELL_001127,0,Lymphocyte,Normal_WBC
CELL_002100,0,Monocyte,Normal_WBC
CELL_001618,0,Lymphocyte,Normal_WBC
CELL_002793,0,Basophil,Normal_WBC
CELL_004020,1,Blast_Cell,Leukemia
CELL_001757,0,Lymphocyte,Normal_WBC
CELL_001293,0,Lymphocyte,Normal_WBC
CELL_000071,0,Neutrophil,Normal_WBC
CELL_001761,0,Lymphocyte,Normal_WBC
CELL_001306,0,Lymphocyte,Normal_WBC
CELL_002671,0,Basophil,Normal_WBC
CELL_004376,1,Prolymphocyte,Leukemia
CELL_002226,0,Monocyte,Normal_WBC
CELL_001545,0,Lymphocyte,Normal_WBC
CELL_004265,1,Blast_Cell,Leukemia
CELL_000832,0,Neutrophil,Normal_WBC
CELL_001894,0,Lymphocyte,Normal_WBC
CELL_004408,1,Prolymphocyte,Leukemia
CELL_005397,1,Hypersegmented_Neutrophil,Infection
CELL_000239,0,Neutrophil,Normal_WBC
CELL_000093,0,Neutrophil,Normal_WBC
CELL_002119,0,Monocyte,Normal_WBC
CELL_002560,0,Eosinophil,Normal_WBC
CELL_003613,0,Normal_RBC,Normal_RBC
CELL_005336,1,Hypersegmented_Neutrophil,Infection
CELL_003136,0,Normal_RBC,Normal_RBC
CELL_003306,0,Normal_RBC,Normal_RBC
CELL_001002,0,Neutrophil,Normal_WBC
CELL_004394,1,Prolymphocyte,Leukemia
CELL_004609,1,Elliptocyte,Anemia
CELL_005180,1,Target_Cell,Anemia
CELL_004672,1,Schistocyte,Anemia
CELL_000958,0,Neutrophil,Normal_WBC
CELL_003652,0,Normal_RBC,Normal_RBC
CELL_004101,1,Blast_Cell,Leukemia
CELL_001506,0,Lymphocyte,Normal_WBC
CELL_001841,0,Lymphocyte,Normal_WBC
CELL_000412,0,Neutrophil,Normal_WBC
CELL_001974,0,Monocyte,Normal_WBC
CELL_002880,0,Normal_RBC,Normal_RBC
CELL_005645,1,Reactive_Lymphocyte,Infection
CELL_004211,1,Blast_Cell,Leukemia
CELL_002348,0,Monocyte,Normal_WBC
CELL_004580,1,Elliptocyte,Anemia
CELL_003027,0,Normal_RBC,Normal_RBC
CELL_001035,0,Neutrophil,Normal_WBC
CELL_002536,0,Eosinophil,Normal_WBC
CELL_001865,0,Lymphocyte,Normal_WBC
CELL_000932,0,Neutrophil,Normal_WBC
CELL_005362,1,Hypersegmented_Neutrophil,Infection
CELL_003198,0,Normal_RBC,Normal_RBC
CELL_000634,0,Neutrophil,Normal_WBC
CELL_001781,0,Lymphocyte,Normal_WBC
CELL_000499,0,Neutrophil,Normal_WBC
CELL_005065,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000416,0,Neutrophil,Normal_WBC
CELL_003493,0,Normal_RBC,Normal_RBC
CELL_003149,0,Normal_RBC,Normal_RBC
CELL_002777,0,Basophil,Normal_WBC
CELL_001719,0,Lymphocyte,Normal_WBC
CELL_005738,1,Smudge_Cell,Artefact
CELL_000758,0,Neutrophil,Normal_WBC
CELL_001500,0,Lymphocyte,Normal_WBC
CELL_001042,0,Neutrophil,Normal_WBC
CELL_005601,1,Reactive_Lymphocyte,Infection
CELL_002843,0,Normal_RBC,Normal_RBC
CELL_003286,0,Normal_RBC,Normal_RBC
CELL_003734,0,Platelet,Normal_Platelet
CELL_000597,0,Neutrophil,Normal_WBC
CELL_002118,0,Monocyte,Normal_WBC
CELL_001880,0,Lymphocyte,Normal_WBC
CELL_001069,0,Neutrophil,Normal_WBC
CELL_004610,1,Elliptocyte,Anemia
CELL_004856,1,Spherocyte,Anemia
CELL_003897,0,Platelet,Normal_Platelet
CELL_000653,0,Neutrophil,Normal_WBC
CELL_004535,1,Elliptocyte,Anemia
CELL_004717,1,Schistocyte,Anemia
CELL_005597,1,Reactive_Lymphocyte,Infection
CELL_003514,0,Normal_RBC,Normal_RBC
CELL_001922,0,Lymphocyte,Normal_WBC
CELL_002782,0,Basophil,Normal_WBC
CELL_001685,0,Lymphocyte,Normal_WBC
CELL_005667,1,Reactive_Lymphocyte,Infection
CELL_000076,0,Neutrophil,Normal_WBC
CELL_004553,1,Elliptocyte,Anemia
CELL_003457,0,Normal_RBC,Normal_RBC
CELL_002816,0,Normal_RBC,Normal_RBC
CELL_004957,1,Spherocyte,Anemia
CELL_005871,1,Artefact,Artefact
CELL_002519,0,Eosinophil,Normal_WBC
CELL_002790,0,Basophil,Normal_WBC
CELL_005511,1,Toxic_Granulation,Infection
CELL_002389,0,Eosinophil,Normal_WBC
CELL_001887,0,Lymphocyte,Normal_WBC
CELL_001011,0,Neutrophil,Normal_WBC
CELL_001030,0,Neutrophil,Normal_WBC
CELL_002108,0,Monocyte,Normal_WBC
CELL_000829,0,Neutrophil,Normal_WBC
CELL_004691,1,Schistocyte,Anemia
CELL_002371,0,Eosinophil,Normal_WBC
CELL_000097,0,Neutrophil,Normal_WBC
CELL_002967,0,Normal_RBC,Normal_RBC
CELL_004508,1,Elliptocyte,Anemia
CELL_004802,1,Schistocyte,Anemia
CELL_003906,0,Platelet,Normal_Platelet
CELL_001201,0,Lymphocyte,Normal_WBC
CELL_000622,0,Neutrophil,Normal_WBC
CELL_001413,0,Lymphocyte,Normal_WBC
CELL_000567,0,Neutrophil,Normal_WBC
CELL_000544,0,Neutrophil,Normal_WBC
CELL_001335,0,Lymphocyte,Normal_WBC
CELL_001935,0,Lymphocyte,Normal_WBC
CELL_000052,0,Neutrophil,Normal_WBC
CELL_004950,1,Spherocyte,Anemia
CELL_001621,0,Lymphocyte,Normal_WBC
CELL_003978,0,Platelet,Normal_Platelet
CELL_000746,0,Neutrophil,Normal_WBC
CELL_004225,1,Blast_Cell,Leukemia
CELL_003425,0,Normal_RBC,Normal_RBC
CELL_001468,0,Lymphocyte,Normal_WBC
CELL_003873,0,Platelet,Normal_Platelet
CELL_000196,0,Neutrophil,Normal_WBC
CELL_001555,0,Lymphocyte,Normal_WBC
CELL_005863,1,Artefact,Artefact
CELL_004657,1,Elliptocyte,Anemia
CELL_000803,0,Neutrophil,Normal_WBC
CELL_004093,1,Blast_Cell,Leukemia
CELL_000621,0,Neutrophil,Normal_WBC
CELL_001619,0,Lymphocyte,Normal_WBC
CELL_005436,1,Toxic_Granulation,Infection
CELL_003482,0,Normal_RBC,Normal_RBC
CELL_003974,0,Platelet,Normal_Platelet
CELL_004922,1,Spherocyte,Anemia
CELL_004812,1,Schistocyte,Anemia
CELL_000645,0,Neutrophil,Normal_WBC
CELL_003081,0,Normal_RBC,Normal_RBC
CELL_004405,1,Prolymphocyte,Leukemia
CELL_003276,0,Normal_RBC,Normal_RBC
CELL_001989,0,Monocyte,Normal_WBC
CELL_003910,0,Platelet,Normal_Platelet
CELL_000121,0,Neutrophil,Normal_WBC
CELL_002803,0,Normal_RBC,Normal_RBC
CELL_003920,0,Platelet,Normal_Platelet
CELL_004004,1,Blast_Cell,Leukemia
CELL_004727,1,Schistocyte,Anemia
CELL_002943,0,Normal_RBC,Normal_RBC
CELL_001231,0,Lymphocyte,Normal_WBC
CELL_002651,0,Basophil,Normal_WBC
CELL_003334,0,Normal_RBC,Normal_RBC
CELL_002927,0,Normal_RBC,Normal_RBC
CELL_003106,0,Normal_RBC,Normal_RBC
CELL_000135,0,Neutrophil,Normal_WBC
CELL_005353,1,Hypersegmented_Neutrophil,Infection
CELL_003780,0,Platelet,Normal_Platelet
CELL_003009,0,Normal_RBC,Normal_RBC
CELL_004881,1,Spherocyte,Anemia
CELL_001972,0,Monocyte,Normal_WBC
CELL_005430,1,Toxic_Granulation,Infection
CELL_000512,0,Neutrophil,Normal_WBC
CELL_000063,0,Neutrophil,Normal_WBC
CELL_001554,0,Lymphocyte,Normal_WBC
CELL_005703,1,Smudge_Cell,Artefact
CELL_005114,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003933,0,Platelet,Normal_Platelet
CELL_004701,1,Schistocyte,Anemia
CELL_002003,0,Monocyte,Normal_WBC
CELL_003540,0,Normal_RBC,Normal_RBC
CELL_001212,0,Lymphocyte,Normal_WBC
CELL_000123,0,Neutrophil,Normal_WBC
CELL_003359,0,Normal_RBC,Normal_RBC
CELL_003918,0,Platelet,Normal_Platelet
CELL_003342,0,Normal_RBC,Normal_RBC
CELL_003048,0,Normal_RBC,Normal_RBC
CELL_001211,0,Lymphocyte,Normal_WBC
CELL_000568,0,Neutrophil,Normal_WBC
CELL_002260,0,Monocyte,Normal_WBC
CELL_000549,0,Neutrophil,Normal_WBC
CELL_000865,0,Neutrophil,Normal_WBC
CELL_004450,1,Prolymphocyte,Leukemia
CELL_001393,0,Lymphocyte,Normal_WBC
CELL_004411,1,Prolymphocyte,Leukemia
CELL_005723,1,Smudge_Cell,Artefact
CELL_001908,0,Lymphocyte,Normal_WBC
CELL_003942,0,Platelet,Normal_Platelet
CELL_000721,0,Neutrophil,Normal_WBC
CELL_003687,0,Normal_RBC,Normal_RBC
CELL_004557,1,Elliptocyte,Anemia
CELL_000691,0,Neutrophil,Normal_WBC
CELL_000603,0,Neutrophil,Normal_WBC
CELL_001821,0,Lymphocyte,Normal_WBC
CELL_002549,0,Eosinophil,Normal_WBC
CELL_005479,1,Toxic_Granulation,Infection
CELL_001745,0,Lymphocyte,Normal_WBC
CELL_001963,0,Monocyte,Normal_WBC
CELL_004540,1,Elliptocyte,Anemia
CELL_000319,0,Neutrophil,Normal_WBC
CELL_001707,0,Lymphocyte,Normal_WBC
CELL_002859,0,Normal_RBC,Normal_RBC
CELL_000275,0,Neutrophil,Normal_WBC
CELL_005056,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005750,1,Smudge_Cell,Artefact
CELL_001362,0,Lymphocyte,Normal_WBC
CELL_001527,0,Lymphocyte,Normal_WBC
CELL_002277,0,Monocyte,Normal_WBC
CELL_001771,0,Lymphocyte,Normal_WBC
CELL_004016,1,Blast_Cell,Leukemia
CELL_002324,0,Monocyte,Normal_WBC
CELL_005623,1,Reactive_Lymphocyte,Infection
CELL_002891,0,Normal_RBC,Normal_RBC
CELL_001882,0,Lymphocyte,Normal_WBC
CELL_000946,0,Neutrophil,Normal_WBC
CELL_004626,1,Elliptocyte,Anemia
CELL_005668,1,Reactive_Lymphocyte,Infection
CELL_000296,0,Neutrophil,Normal_WBC
CELL_003396,0,Normal_RBC,Normal_RBC
CELL_005706,1,Smudge_Cell,Artefact
CELL_000299,0,Neutrophil,Normal_WBC
CELL_000069,0,Neutrophil,Normal_WBC
CELL_004305,1,Prolymphocyte,Leukemia
CELL_000737,0,Neutrophil,Normal_WBC
CELL_002139,0,Monocyte,Normal_WBC
CELL_002276,0,Monocyte,Normal_WBC
CELL_003709,0,Platelet,Normal_Platelet
CELL_003502,0,Normal_RBC,Normal_RBC
CELL_002571,0,Eosinophil,Normal_WBC
CELL_002610,0,Eosinophil,Normal_WBC
CELL_000151,0,Neutrophil,Normal_WBC
CELL_000757,0,Neutrophil,Normal_WBC
CELL_001874,0,Lymphocyte,Normal_WBC
CELL_003989,0,Platelet,Normal_Platelet
CELL_005357,1,Hypersegmented_Neutrophil,Infection
CELL_004919,1,Spherocyte,Anemia
CELL_000170,0,Neutrophil,Normal_WBC
CELL_005729,1,Smudge_Cell,Artefact
CELL_000377,0,Neutrophil,Normal_WBC
CELL_001872,0,Lymphocyte,Normal_WBC
CELL_000860,0,Neutrophil,Normal_WBC
CELL_003066,0,Normal_RBC,Normal_RBC
CELL_003871,0,Platelet,Normal_Platelet
CELL_005374,1,Hypersegmented_Neutrophil,Infection
CELL_000379,0,Neutrophil,Normal_WBC
CELL_005825,1,Artefact,Artefact
CELL_002196,0,Monocyte,Normal_WBC
CELL_001295,0,Lymphocyte,Normal_WBC
CELL_003110,0,Normal_RBC,Normal_RBC
CELL_001433,0,Lymphocyte,Normal_WBC
CELL_002597,0,Eosinophil,Normal_WBC
CELL_004106,1,Blast_Cell,Leukemia
CELL_002828,0,Normal_RBC,Normal_RBC
CELL_001871,0,Lymphocyte,Normal_WBC
CELL_003103,0,Normal_RBC,Normal_RBC
CELL_004491,1,Elliptocyte,Anemia
CELL_003405,0,Normal_RBC,Normal_RBC
CELL_000842,0,Neutrophil,Normal_WBC
CELL_003976,0,Platelet,Normal_Platelet
CELL_001190,0,Lymphocyte,Normal_WBC
CELL_000176,0,Neutrophil,Normal_WBC
CELL_005426,1,Toxic_Granulation,Infection
CELL_000928,0,Neutrophil,Normal_WBC
CELL_003128,0,Normal_RBC,Normal_RBC
CELL_000046,0,Neutrophil,Normal_WBC
CELL_001261,0,Lymphocyte,Normal_WBC
CELL_001097,0,Neutrophil,Normal_WBC
CELL_003939,0,Platelet,Normal_Platelet
CELL_005400,1,Hypersegmented_Neutrophil,Infection
CELL_002035,0,Monocyte,Normal_WBC
CELL_004996,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_004564,1,Elliptocyte,Anemia
CELL_001031,0,Neutrophil,Normal_WBC
CELL_003183,0,Normal_RBC,Normal_RBC
CELL_000301,0,Neutrophil,Normal_WBC
CELL_003472,0,Normal_RBC,Normal_RBC
CELL_001473,0,Lymphocyte,Normal_WBC
CELL_000284,0,Neutrophil,Normal_WBC
CELL_003394,0,Normal_RBC,Normal_RBC
CELL_005386,1,Hypersegmented_Neutrophil,Infection
CELL_004665,1,Schistocyte,Anemia
CELL_003941,0,Platelet,Normal_Platelet
CELL_002585,0,Eosinophil,Normal_WBC
CELL_002535,0,Eosinophil,Normal_WBC
CELL_001984,0,Monocyte,Normal_WBC
CELL_004728,1,Schistocyte,Anemia
CELL_002304,0,Monocyte,Normal_WBC
CELL_002819,0,Normal_RBC,Normal_RBC
CELL_001861,0,Lymphocyte,Normal_WBC
CELL_002856,0,Normal_RBC,Normal_RBC
CELL_002506,0,Eosinophil,Normal_WBC
CELL_005176,1,Target_Cell,Anemia
CELL_003024,0,Normal_RBC,Normal_RBC
CELL_002593,0,Eosinophil,Normal_WBC
CELL_002388,0,Eosinophil,Normal_WBC
CELL_001875,0,Lymphocyte,Normal_WBC
CELL_005355,1,Hypersegmented_Neutrophil,Infection
CELL_000258,0,Neutrophil,Normal_WBC
CELL_000508,0,Neutrophil,Normal_WBC
CELL_005604,1,Reactive_Lymphocyte,Infection
CELL_000100,0,Neutrophil,Normal_WBC
CELL_003144,0,Normal_RBC,Normal_RBC
CELL_000745,0,Neutrophil,Normal_WBC
CELL_002132,0,Monocyte,Normal_WBC
CELL_005442,1,Toxic_Granulation,Infection
CELL_001376,0,Lymphocyte,Normal_WBC
CELL_003716,0,Platelet,Normal_Platelet
CELL_004873,1,Spherocyte,Anemia
CELL_002289,0,Monocyte,Normal_WBC
CELL_001158,0,Lymphocyte,Normal_WBC
CELL_004282,1,Prolymphocyte,Leukemia
CELL_005287,1,Hypersegmented_Neutrophil,Infection
CELL_004811,1,Schistocyte,Anemia
CELL_001438,0,Lymphocyte,Normal_WBC
CELL_000367,0,Neutrophil,Normal_WBC
CELL_004936,1,Spherocyte,Anemia
CELL_002827,0,Normal_RBC,Normal_RBC
CELL_000403,0,Neutrophil,Normal_WBC
CELL_004554,1,Elliptocyte,Anemia
CELL_003451,0,Normal_RBC,Normal_RBC
CELL_000950,0,Neutrophil,Normal_WBC
CELL_002672,0,Basophil,Normal_WBC
CELL_000020,0,Neutrophil,Normal_WBC
CELL_000230,0,Neutrophil,Normal_WBC
CELL_004102,1,Blast_Cell,Leukemia
CELL_000669,0,Neutrophil,Normal_WBC
CELL_000219,0,Neutrophil,Normal_WBC
CELL_005526,1,Toxic_Granulation,Infection
CELL_003868,0,Platelet,Normal_Platelet
CELL_002081,0,Monocyte,Normal_WBC
CELL_002418,0,Eosinophil,Normal_WBC
CELL_004303,1,Prolymphocyte,Leukemia
CELL_000586,0,Neutrophil,Normal_WBC
CELL_002810,0,Normal_RBC,Normal_RBC
CELL_001833,0,Lymphocyte,Normal_WBC
CELL_003760,0,Platelet,Normal_Platelet
CELL_004321,1,Prolymphocyte,Leukemia
CELL_003521,0,Normal_RBC,Normal_RBC
CELL_000778,0,Neutrophil,Normal_WBC
CELL_002227,0,Monocyte,Normal_WBC
CELL_001019,0,Neutrophil,Normal_WBC
CELL_001607,0,Lymphocyte,Normal_WBC
CELL_002410,0,Eosinophil,Normal_WBC
CELL_004608,1,Elliptocyte,Anemia
CELL_005813,1,Artefact,Artefact
CELL_001492,0,Lymphocyte,Normal_WBC
CELL_003672,0,Normal_RBC,Normal_RBC
CELL_005370,1,Hypersegmented_Neutrophil,Infection
CELL_004451,1,Prolymphocyte,Leukemia
CELL_004113,1,Blast_Cell,Leukemia
CELL_004400,1,Prolymphocyte,Leukemia
CELL_002765,0,Basophil,Normal_WBC
CELL_001594,0,Lymphocyte,Normal_WBC
CELL_000518,0,Neutrophil,Normal_WBC
CELL_000322,0,Neutrophil,Normal_WBC
CELL_003492,0,Normal_RBC,Normal_RBC
CELL_004044,1,Blast_Cell,Leukemia
CELL_003946,0,Platelet,Normal_Platelet
CELL_003543,0,Normal_RBC,Normal_RBC
CELL_000218,0,Neutrophil,Normal_WBC
CELL_002987,0,Normal_RBC,Normal_RBC
CELL_005634,1,Reactive_Lymphocyte,Infection
CELL_000361,0,Neutrophil,Normal_WBC
CELL_004288,1,Prolymphocyte,Leukemia
CELL_004854,1,Spherocyte,Anemia
CELL_004156,1,Blast_Cell,Leukemia
CELL_001053,0,Neutrophil,Normal_WBC
CELL_002688,0,Basophil,Normal_WBC
CELL_000760,0,Neutrophil,Normal_WBC
CELL_004577,1,Elliptocyte,Anemia
CELL_003623,0,Normal_RBC,Normal_RBC
CELL_001427,0,Lymphocyte,Normal_WBC
CELL_001780,0,Lymphocyte,Normal_WBC
CELL_003551,0,Normal_RBC,Normal_RBC
CELL_000215,0,Neutrophil,Normal_WBC
CELL_001615,0,Lymphocyte,Normal_WBC
CELL_005110,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001718,0,Lymphocyte,Normal_WBC
CELL_004060,1,Blast_Cell,Leukemia
CELL_002961,0,Normal_RBC,Normal_RBC
CELL_002882,0,Normal_RBC,Normal_RBC
CELL_001836,0,Lymphocyte,Normal_WBC
CELL_001703,0,Lymphocyte,Normal_WBC
CELL_005639,1,Reactive_Lymphocyte,Infection
CELL_004012,1,Blast_Cell,Leukemia
CELL_000197,0,Neutrophil,Normal_WBC
CELL_001942,0,Lymphocyte,Normal_WBC
CELL_002405,0,Eosinophil,Normal_WBC
CELL_001513,0,Lymphocyte,Normal_WBC
CELL_003880,0,Platelet,Normal_Platelet
CELL_004605,1,Elliptocyte,Anemia
CELL_001057,0,Neutrophil,Normal_WBC
CELL_004025,1,Blast_Cell,Leukemia
CELL_000888,0,Neutrophil,Normal_WBC
CELL_002237,0,Monocyte,Normal_WBC
CELL_004076,1,Blast_Cell,Leukemia
CELL_003380,0,Normal_RBC,Normal_RBC
CELL_000569,0,Neutrophil,Normal_WBC
CELL_000517,0,Neutrophil,Normal_WBC
CELL_003484,0,Normal_RBC,Normal_RBC
CELL_005779,1,Smudge_Cell,Artefact
CELL_002577,0,Eosinophil,Normal_WBC
CELL_000140,0,Neutrophil,Normal_WBC
CELL_004954,1,Spherocyte,Anemia
CELL_003887,0,Platelet,Normal_Platelet
CELL_005014,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001150,0,Lymphocyte,Normal_WBC
CELL_002334,0,Monocyte,Normal_WBC
CELL_002403,0,Eosinophil,Normal_WBC
CELL_003090,0,Normal_RBC,Normal_RBC
CELL_000464,0,Neutrophil,Normal_WBC
CELL_003177,0,Normal_RBC,Normal_RBC
CELL_002973,0,Normal_RBC,Normal_RBC
CELL_004890,1,Spherocyte,Anemia
CELL_000595,0,Neutrophil,Normal_WBC
CELL_004111,1,Blast_Cell,Leukemia
CELL_001808,0,Lymphocyte,Normal_WBC
CELL_005596,1,Reactive_Lymphocyte,Infection
CELL_000451,0,Neutrophil,Normal_WBC
CELL_002587,0,Eosinophil,Normal_WBC
CELL_004123,1,Blast_Cell,Leukemia
CELL_000519,0,Neutrophil,Normal_WBC
CELL_003892,0,Platelet,Normal_Platelet
CELL_001906,0,Lymphocyte,Normal_WBC
CELL_002125,0,Monocyte,Normal_WBC
CELL_001962,0,Monocyte,Normal_WBC
CELL_002544,0,Eosinophil,Normal_WBC
CELL_003803,0,Platelet,Normal_Platelet
CELL_001175,0,Lymphocyte,Normal_WBC
CELL_005104,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000452,0,Neutrophil,Normal_WBC
CELL_004941,1,Spherocyte,Anemia
CELL_002869,0,Normal_RBC,Normal_RBC
CELL_004601,1,Elliptocyte,Anemia
CELL_004752,1,Schistocyte,Anemia
CELL_001579,0,Lymphocyte,Normal_WBC
CELL_003977,0,Platelet,Normal_Platelet
CELL_001616,0,Lymphocyte,Normal_WBC
CELL_005115,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003327,0,Normal_RBC,Normal_RBC
CELL_005859,1,Artefact,Artefact
CELL_001264,0,Lymphocyte,Normal_WBC
CELL_005715,1,Smudge_Cell,Artefact
CELL_001000,0,Neutrophil,Normal_WBC
CELL_004962,1,Spherocyte,Anemia
CELL_001360,0,Lymphocyte,Normal_WBC
CELL_005006,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001477,0,Lymphocyte,Normal_WBC
CELL_000193,0,Neutrophil,Normal_WBC
CELL_004602,1,Elliptocyte,Anemia
CELL_005293,1,Hypersegmented_Neutrophil,Infection
CELL_004905,1,Spherocyte,Anemia
CELL_002318,0,Monocyte,Normal_WBC
CELL_004961,1,Spherocyte,Anemia
CELL_005198,1,Target_Cell,Anemia
CELL_001339,0,Lymphocyte,Normal_WBC
CELL_002755,0,Basophil,Normal_WBC
CELL_004823,1,Schistocyte,Anemia
CELL_003808,0,Platelet,Normal_Platelet
CELL_005146,1,Target_Cell,Anemia
CELL_001294,0,Lymphocyte,Normal_WBC
CELL_005183,1,Target_Cell,Anemia
CELL_004424,1,Prolymphocyte,Leukemia
CELL_004920,1,Spherocyte,Anemia
CELL_003382,0,Normal_RBC,Normal_RBC
CELL_005493,1,Toxic_Granulation,Infection
CELL_003794,0,Platelet,Normal_Platelet
CELL_004040,1,Blast_Cell,Leukemia
CELL_000369,0,Neutrophil,Normal_WBC
CELL_002338,0,Monocyte,Normal_WBC
CELL_001152,0,Lymphocyte,Normal_WBC
CELL_004914,1,Spherocyte,Anemia
CELL_003367,0,Normal_RBC,Normal_RBC
CELL_002716,0,Basophil,Normal_WBC
CELL_005205,1,Target_Cell,Anemia
CELL_005504,1,Toxic_Granulation,Infection
CELL_004506,1,Elliptocyte,Anemia
CELL_001873,0,Lymphocyte,Normal_WBC
CELL_005783,1,Smudge_Cell,Artefact
CELL_000192,0,Neutrophil,Normal_WBC
CELL_002349,0,Monocyte,Normal_WBC
CELL_000109,0,Neutrophil,Normal_WBC
CELL_000175,0,Neutrophil,Normal_WBC
CELL_003222,0,Normal_RBC,Normal_RBC
CELL_005203,1,Target_Cell,Anemia
CELL_001599,0,Lymphocyte,Normal_WBC
CELL_001361,0,Lymphocyte,Normal_WBC
CELL_003411,0,Normal_RBC,Normal_RBC
CELL_002120,0,Monocyte,Normal_WBC
CELL_005743,1,Smudge_Cell,Artefact
CELL_005724,1,Smudge_Cell,Artefact
CELL_004972,1,Spherocyte,Anemia
CELL_003194,0,Normal_RBC,Normal_RBC
CELL_001165,0,Lymphocyte,Normal_WBC
CELL_003836,0,Platelet,Normal_Platelet
CELL_000477,0,Neutrophil,Normal_WBC
CELL_004541,1,Elliptocyte,Anemia
CELL_004382,1,Prolymphocyte,Leukemia
CELL_004202,1,Blast_Cell,Leukemia
CELL_001617,0,Lymphocyte,Normal_WBC
CELL_000313,0,Neutrophil,Normal_WBC
CELL_001662,0,Lymphocyte,Normal_WBC
CELL_000509,0,Neutrophil,Normal_WBC
CELL_000167,0,Neutrophil,Normal_WBC
CELL_004955,1,Spherocyte,Anemia
CELL_005091,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002171,0,Monocyte,Normal_WBC
CELL_001025,0,Neutrophil,Normal_WBC
CELL_001222,0,Lymphocyte,Normal_WBC
CELL_003806,0,Platelet,Normal_Platelet
CELL_003536,0,Normal_RBC,Normal_RBC
CELL_001120,0,Lymphocyte,Normal_WBC
CELL_004607,1,Elliptocyte,Anemia
CELL_000104,0,Neutrophil,Normal_WBC
CELL_005290,1,Hypersegmented_Neutrophil,Infection
CELL_002322,0,Monocyte,Normal_WBC
CELL_003071,0,Normal_RBC,Normal_RBC
CELL_004903,1,Spherocyte,Anemia
CELL_002747,0,Basophil,Normal_WBC
CELL_004661,1,Schistocyte,Anemia
CELL_002618,0,Eosinophil,Normal_WBC
CELL_001753,0,Lymphocyte,Normal_WBC
CELL_005805,1,Artefact,Artefact
